municipio,indicador_id,indicador_nome,df_origem,grupo_censo,n_censos,ativacao,solver,auto_selecionado,loocv_mae,ano,valor,unidade_medida
Oeiras do Pará,dados_oeiras_do_para__populacao_total,População Total,dados_oeiras_do_para,Grupo 1 — 4 censos,4,logistic,adam,True,1.069032738127758,1991,21.28,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_total,População Total,dados_oeiras_do_para,Grupo 1 — 4 censos,4,logistic,adam,True,1.069032738127758,2000,24.536,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_total,População Total,dados_oeiras_do_para,Grupo 1 — 4 censos,4,logistic,adam,True,1.069032738127758,2010,28.595,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_total,População Total,dados_oeiras_do_para,Grupo 1 — 4 censos,4,logistic,adam,True,1.069032738127758,2022,28.643,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_urbana,População Urbana,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,0.7076858201641301,2000,7.42,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_urbana,População Urbana,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,0.7076858201641301,2010,9.84,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_urbana,População Urbana,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,0.7076858201641301,2022,11.24,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_rural,População Rural,dados_oeiras_do_para,Grupo 2 — 3 censos,3,logistic,sgd,True,1.0040793931436613,2000,17.116,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_rural,População Rural,dados_oeiras_do_para,Grupo 2 — 3 censos,3,logistic,sgd,True,1.0040793931436613,2010,18.755,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_rural,População Rural,dados_oeiras_do_para,Grupo 2 — 3 censos,3,logistic,sgd,True,1.0040793931436613,2022,17.403,Valor
Oeiras do Pará,dados_oeiras_do_para__pop_em_favelas_comunidades_urbanas,Pop. em Favelas / Comunidades Urbanas,dados_oeiras_do_para,Grupo 3 — 2 censos,2,relu,lbfgs,False,,2010,380.0,Valor
Oeiras do Pará,dados_oeiras_do_para__pop_em_favelas_comunidades_urbanas,Pop. em Favelas / Comunidades Urbanas,dados_oeiras_do_para,Grupo 3 — 2 censos,2,relu,lbfgs,False,,2022,920.0,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_de_mulheres,População de Mulheres,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,lbfgs,True,1.0152440020352713,2000,11.82,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_de_mulheres,População de Mulheres,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,lbfgs,True,1.0152440020352713,2010,13.82,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_de_mulheres,População de Mulheres,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,lbfgs,True,1.0152440020352713,2022,13.98,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_de_homens,População de Homens,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,lbfgs,True,1.2048873937261153,2000,12.716,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_de_homens,População de Homens,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,lbfgs,True,1.2048873937261153,2010,14.775,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_de_homens,População de Homens,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,lbfgs,True,1.2048873937261153,2022,14.663,Valor
Oeiras do Pará,dados_oeiras_do_para__razao_de_sexo_homens_100_mulheres,Razão de Sexo (homens/100 mulheres),dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,0.5774565481964231,2000,107.6,Valor
Oeiras do Pará,dados_oeiras_do_para__razao_de_sexo_homens_100_mulheres,Razão de Sexo (homens/100 mulheres),dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,0.5774565481964231,2010,106.9,Valor
Oeiras do Pará,dados_oeiras_do_para__razao_de_sexo_homens_100_mulheres,Razão de Sexo (homens/100 mulheres),dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,0.5774565481964231,2022,104.9,Valor
Oeiras do Pará,dados_oeiras_do_para__idade_mediana,Idade Mediana,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,2.202794852610334,2000,18.0,Valor
Oeiras do Pará,dados_oeiras_do_para__idade_mediana,Idade Mediana,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,2.202794852610334,2010,20.0,Valor
Oeiras do Pará,dados_oeiras_do_para__idade_mediana,Idade Mediana,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,2.202794852610334,2022,26.0,Valor
Oeiras do Pará,dados_oeiras_do_para__indice_de_envelhecimento_60,Índice de Envelhecimento (60+),dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,sgd,True,4.898607516430949,2000,4.4,Valor
Oeiras do Pará,dados_oeiras_do_para__indice_de_envelhecimento_60,Índice de Envelhecimento (60+),dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,sgd,True,4.898607516430949,2010,6.6,Valor
Oeiras do Pará,dados_oeiras_do_para__indice_de_envelhecimento_60,Índice de Envelhecimento (60+),dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,sgd,True,4.898607516430949,2022,18.2,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_parda,População Parda,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,lbfgs,True,2.0856341130750686,2000,19.82,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_parda,População Parda,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,lbfgs,True,2.0856341130750686,2010,23.94,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_parda,População Parda,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,lbfgs,True,2.0856341130750686,2022,24.28,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_branca,População Branca,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,0.22350978806338592,2000,3.42,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_branca,População Branca,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,0.22350978806338592,2010,2.92,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_branca,População Branca,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,0.22350978806338592,2022,2.84,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_preta,População Preta,dados_oeiras_do_para,Grupo 2 — 3 censos,3,logistic,sgd,True,0.2396195849444888,2000,1.22,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_preta,População Preta,dados_oeiras_do_para,Grupo 2 — 3 censos,3,logistic,sgd,True,0.2396195849444888,2010,1.68,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_preta,População Preta,dados_oeiras_do_para,Grupo 2 — 3 censos,3,logistic,sgd,True,0.2396195849444888,2022,1.48,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_amarela,População Amarela,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,3.9224707247173853,2000,38.0,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_amarela,População Amarela,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,3.9224707247173853,2010,24.0,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_amarela,População Amarela,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,3.9224707247173853,2022,16.0,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_indigena,População Indígena,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,1.9612353623586927,2000,38.0,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_indigena,População Indígena,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,1.9612353623586927,2010,31.0,Valor
Oeiras do Pará,dados_oeiras_do_para__populacao_indigena,População Indígena,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,1.9612353623586927,2022,27.0,Valor
Oeiras do Pará,dados_oeiras_do_para__rendimento_domiciliar_mensal_per_capita,Rendimento domiciliar mensal per capita,dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,adam,True,78.07369272027404,2000,74.2,Valor
Oeiras do Pará,dados_oeiras_do_para__rendimento_domiciliar_mensal_per_capita,Rendimento domiciliar mensal per capita,dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,adam,True,78.07369272027404,2010,198.4,Valor
Oeiras do Pará,dados_oeiras_do_para__rendimento_domiciliar_mensal_per_capita,Rendimento domiciliar mensal per capita,dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,adam,True,78.07369272027404,2022,450.0,Valor
Oeiras do Pará,dados_oeiras_do_para__apenas_1_trabalho,Apenas 1 trabalho,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,0.49104003369116356,2000,96.8,Valor
Oeiras do Pará,dados_oeiras_do_para__apenas_1_trabalho,Apenas 1 trabalho,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,0.49104003369116356,2010,95.8,Valor
Oeiras do Pará,dados_oeiras_do_para__apenas_1_trabalho,Apenas 1 trabalho,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,0.49104003369116356,2022,93.8,Valor
Oeiras do Pará,dados_oeiras_do_para__2_trabalhos,2 trabalhos,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,0.7209995653504601,2000,2.8,Valor
Oeiras do Pará,dados_oeiras_do_para__2_trabalhos,2 trabalhos,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,0.7209995653504601,2010,3.6,Valor
Oeiras do Pará,dados_oeiras_do_para__2_trabalhos,2 trabalhos,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,0.7209995653504601,2022,5.6,Valor
Oeiras do Pará,dados_oeiras_do_para__3_ou_mais_trabalhos,3 ou mais trabalhos,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,0.10722708206803089,2000,0.4,Valor
Oeiras do Pará,dados_oeiras_do_para__3_ou_mais_trabalhos,3 ou mais trabalhos,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,0.10722708206803089,2010,0.6,Valor
Oeiras do Pará,dados_oeiras_do_para__3_ou_mais_trabalhos,3 ou mais trabalhos,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,0.10722708206803089,2022,0.6,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_privado,Setor privado,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,539.1752058794126,2000,980.0,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_privado,Setor privado,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,539.1752058794126,2010,2.42,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_privado,Setor privado,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,539.1752058794126,2022,3.28,Valor
Oeiras do Pará,dados_oeiras_do_para__conta_propria,Conta própria,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,1.0849233427276037,2000,5.42,Valor
Oeiras do Pará,dados_oeiras_do_para__conta_propria,Conta própria,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,1.0849233427276037,2010,8.12,Valor
Oeiras do Pará,dados_oeiras_do_para__conta_propria,Conta própria,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,1.0849233427276037,2022,9.14,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_publico,Setor público,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,429.3293831550679,2000,780.0,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_publico,Setor público,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,429.3293831550679,2010,1.52,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_publico,Setor público,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,429.3293831550679,2022,2.14,Valor
Oeiras do Pará,dados_oeiras_do_para__trabalhador_domestico,Trabalhador doméstico,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,63.43637243416621,2000,180.0,Valor
Oeiras do Pará,dados_oeiras_do_para__trabalhador_domestico,Trabalhador doméstico,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,63.43637243416621,2010,380.0,Valor
Oeiras do Pará,dados_oeiras_do_para__trabalhador_domestico,Trabalhador doméstico,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,adam,True,63.43637243416621,2022,480.0,Valor
Oeiras do Pará,dados_oeiras_do_para__empregador,Empregador,dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,adam,True,33.44930604037477,2000,60.0,Valor
Oeiras do Pará,dados_oeiras_do_para__empregador,Empregador,dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,adam,True,33.44930604037477,2010,180.0,Valor
Oeiras do Pará,dados_oeiras_do_para__empregador,Empregador,dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,adam,True,33.44930604037477,2022,280.0,Valor
Oeiras do Pará,dados_oeiras_do_para__nao_remunerado_ajuda_a_parente,Não remunerado (ajuda a parente),dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,lbfgs,True,0.08846353849390025,2000,3.12,Valor
Oeiras do Pará,dados_oeiras_do_para__nao_remunerado_ajuda_a_parente,Não remunerado (ajuda a parente),dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,lbfgs,True,0.08846353849390025,2010,2.14,Valor
Oeiras do Pará,dados_oeiras_do_para__nao_remunerado_ajuda_a_parente,Não remunerado (ajuda a parente),dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,lbfgs,True,0.08846353849390025,2022,1.08,Valor
Oeiras do Pará,dados_oeiras_do_para__militar_e_empresa_estatal,Militar e Empresa Estatal,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,18.024989133761494,2000,20.0,Valor
Oeiras do Pará,dados_oeiras_do_para__militar_e_empresa_estatal,Militar e Empresa Estatal,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,18.024989133761494,2010,40.0,Valor
Oeiras do Pará,dados_oeiras_do_para__militar_e_empresa_estatal,Militar e Empresa Estatal,dados_oeiras_do_para,Grupo 2 — 3 censos,3,relu,lbfgs,True,18.024989133761494,2022,90.0,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_privado_com_carteira_assinada,Setor privado com carteira assinada,dados_oeiras_do_para,Grupo 2 — 3 censos,3,logistic,sgd,True,523.7253923637129,2000,280.0,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_privado_com_carteira_assinada,Setor privado com carteira assinada,dados_oeiras_do_para,Grupo 2 — 3 censos,3,logistic,sgd,True,523.7253923637129,2010,920.0,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_privado_com_carteira_assinada,Setor privado com carteira assinada,dados_oeiras_do_para,Grupo 2 — 3 censos,3,logistic,sgd,True,523.7253923637129,2022,1.48,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_privado_sem_carteira_assinada,Setor privado sem carteira assinada,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,385.0860362210104,2000,700.0,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_privado_sem_carteira_assinada,Setor privado sem carteira assinada,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,385.0860362210104,2010,1.5,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_privado_sem_carteira_assinada,Setor privado sem carteira assinada,dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,385.0860362210104,2022,1.8,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_publico_com_carteira_assinada,Setor público com carteira assinada,dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,adam,True,12.18014764968396,2000,10.0,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_publico_com_carteira_assinada,Setor público com carteira assinada,dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,adam,True,12.18014764968396,2010,30.0,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_publico_com_carteira_assinada,Setor público com carteira assinada,dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,adam,True,12.18014764968396,2022,70.0,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_publico_sem_carteira_estatutarios_outro,Setor público sem carteira (estatutários/outros),dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,423.81411945239716,2000,770.0,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_publico_sem_carteira_estatutarios_outro,Setor público sem carteira (estatutários/outros),dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,423.81411945239716,2010,1.49,Valor
Oeiras do Pará,dados_oeiras_do_para__setor_publico_sem_carteira_estatutarios_outro,Setor público sem carteira (estatutários/outros),dados_oeiras_do_para,Grupo 2 — 3 censos,3,tanh,adam,True,423.81411945239716,2022,2.07,Valor
Oeiras do Pará,dados_oeiras_do_para__trabalho_domestico_com_carteira_assinada,Trabalho doméstico com carteira assinada,dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,adam,True,4.570848225506921,2000,10.0,Valor
Oeiras do Pará,dados_oeiras_do_para__trabalho_domestico_com_carteira_assinada,Trabalho doméstico com carteira assinada,dados_oeiras_do_para,Grupo 2 — 3 censos,3,identity,adam,True,4.570848225506921,2010,30.0,Valor
